,Date,Envi,Fuji,Gala,type,region
25,3/7/2016,584,3322,0,organic,Mexico
26,26/6/2016,492,3911,0,organic,Mexico
27,19/6/2016,632,5496,37,organic,Mexico
28,12/6/2016,574,5540,40,organic,Mexico
29,5/6/2016,528,4917,50,organic,Mexico
30,29/5/2016,371,4349,54,organic,Mexico
31,22/5/2016,389,3324,18,organic,Mexico
32,15/5/2016,347,3729,6,organic,Mexico
33,8/5/2016,372,4351,3,organic,Mexico
34,1/5/2016,359,3028,9,organic,Mexico
35,24/4/2016,1135,4547,19,organic,Mexico
36,17/4/2016,378,5492,2,organic,Mexico
37,10/4/2016,360,4906,0,organic,Mexico
38,3/4/2016,318,3569,0,organic,Mexico
39,27/3/2016,273,4060,16,organic,Mexico
40,20/3/2016,315,3453,4,organic,Mexico
41,13/3/2016,377,3722,4,organic,Mexico
42,6/3/2016,388,3606,0,organic,Mexico
43,28/2/2016,451,4249,0,organic,Mexico
44,21/2/2016,590,2961,0,organic,Mexico
45,14/2/2016,500,2711,0,organic,Mexico
46,7/2/2016,500,2482,2,organic,Mexico
47,31/1/2016,393,2600,0,organic,Mexico
48,24/1/2016,422,2813,1,organic,Mexico
49,17/1/2016,796,3813,0,organic,Mexico
50,10/1/2016,969,3559,0,organic,Mexico
51,3/1/2016,452,2937,2,organic,Mexico
0,25/12/2016,4747,428,0,organic,Africa
1,18/12/2016,5026,287,0,organic,Africa
2,11/12/2016,4813,204,0,organic,Africa
3,4/12/2016,6160,124,0,organic,Africa
4,27/11/2016,5731,120,0,organic,Africa
5,20/11/2016,5462,130,0,organic,Africa
6,13/11/2016,7052,162,0,organic,Africa
7,6/11/2016,7183,96,0,organic,Africa
8,30/10/2016,4886,121,0,organic,Africa
9,23/10/2016,10832,129,0,organic,Africa
10,16/10/2016,11564,89,0,organic,Africa
11,9/10/2016,13182,267,0,organic,Africa
12,2/10/2016,14246,441,0,organic,Africa
13,25/9/2016,11605,1487,0,organic,Africa
14,18/9/2016,7606,1010,0,organic,Africa
15,11/9/2016,10022,247,0,organic,Africa
16,4/9/2016,9118,327,0,organic,Africa
17,28/8/2016,9949,260,0,organic,Africa
18,21/8/2016,21679,269,0,organic,Africa
19,14/8/2016,25939,334,0,organic,Africa
20,7/8/2016,11018,425,0,organic,Africa
21,31/7/2016,11153,585,0,organic,Africa
22,24/7/2016,10629,455,0,organic,Africa
23,17/7/2016,7603,389,0,organic,Africa
24,10/7/2016,6584,491,0,organic,Africa
25,3/7/2016,12757,1067,0,organic,Africa
26,26/6/2016,11201,580,0,organic,Africa
27,19/6/2016,10060,669,0,organic,Africa
28,12/6/2016,11729,672,0,organic,Africa
29,5/6/2016,9412,640,0,organic,Africa
30,29/5/2016,10017,341,0,organic,Africa
31,22/5/2016,8434,438,0,organic,Africa
32,15/5/2016,8541,831,0,organic,Africa
33,8/5/2016,8147,601,0,organic,Africa
34,1/5/2016,7176,965,0,organic,Africa
35,24/4/2016,7481,2070,0,organic,Africa
36,17/4/2016,9049,722,0,organic,Africa
37,10/4/2016,8391,644,0,organic,Africa
38,3/4/2016,7644,788,0,organic,Africa
39,27/3/2016,8356,659,0,organic,Africa
40,20/3/2016,7780,1096,0,organic,Africa
41,13/3/2016,8425,786,0,organic,Africa
42,6/3/2016,7164,560,0,organic,Africa
43,28/2/2016,7338,696,0,organic,Africa
44,21/2/2016,7306,615,0,organic,Africa
45,14/2/2016,6387,574,0,organic,Africa
46,7/2/2016,7123,778,0,organic,Africa
47,31/1/2016,7397,627,1,organic,Africa
48,24/1/2016,6168,453,0,organic,Africa
49,17/1/2016,7988,618,0,organic,Africa
50,10/1/2016,5333,390,0,organic,Africa
51,3/1/2016,4803,397,0,organic,Africa
0,25/12/2016,5413,885,76,organic,Brazil
1,18/12/2016,9936,1782,101,organic,Brazil
2,11/12/2016,14092,1602,16,organic,Brazil
3,4/12/2016,12166,1971,23,organic,Brazil
4,27/11/2016,11122,1566,22,organic,Brazil
5,20/11/2016,14123,1493,6,organic,Brazil
6,13/11/2016,8092,1339,13,organic,Brazil
7,6/11/2016,11565,1279,24,organic,Brazil
8,30/10/2016,21485,2147,15,organic,Brazil
9,23/10/2016,15715,1953,36,organic,Brazil
10,16/10/2016,6148,1283,14,organic,Brazil
11,9/10/2016,11579,2259,13,organic,Brazil
12,2/10/2016,11038,1697,15,organic,Brazil
13,25/9/2016,9351,1695,8,organic,Brazil
14,18/9/2016,10443,2217,6,organic,Brazil
15,11/9/2016,10019,2408,14,organic,Brazil
16,4/9/2016,8811,2263,275,organic,Brazil
17,28/8/2016,5597,1247,286,organic,Brazil
18,21/8/2016,8263,1735,15,organic,Brazil
19,14/8/2016,8488,1648,13,organic,Brazil
20,7/8/2016,12876,2652,8,organic,Brazil
21,31/7/2016,14013,2829,36,organic,Brazil
22,24/7/2016,14467,3103,54,organic,Brazil
23,17/7/2016,15311,3457,21,organic,Brazil
24,10/7/2016,10122,2279,18,organic,Brazil
25,3/7/2016,13461,3316,58,organic,Brazil
26,26/6/2016,14922,4022,77,organic,Brazil
27,19/6/2016,20528,3778,100,organic,Brazil
28,12/6/2016,19721,3959,29,organic,Brazil
29,5/6/2016,12810,3098,22,organic,Brazil
30,29/5/2016,8556,1939,23,organic,Brazil
31,22/5/2016,25269,1853,34,organic,Brazil
32,15/5/2016,11220,3024,24,organic,Brazil
33,8/5/2016,14280,6750,52,organic,Brazil
34,1/5/2016,85419,40808,143,organic,Brazil
35,24/4/2016,62552,37421,125,organic,Brazil
36,17/4/2016,6856,2139,28,organic,Brazil
37,10/4/2016,5150,1545,26,organic,Brazil
38,3/4/2016,6435,2257,16,organic,Brazil
39,27/3/2016,8689,2179,26,organic,Brazil
40,20/3/2016,4709,3674,27,organic,Brazil
41,13/3/2016,17624,12791,53,organic,Brazil
42,6/3/2016,10701,10988,60,organic,Brazil
43,28/2/2016,4713,1955,23,organic,Brazil
44,21/2/2016,5721,2259,4,organic,Brazil
45,14/2/2016,6479,3527,28,organic,Brazil
46,7/2/2016,4205,3815,33,organic,Brazil
47,31/1/2016,6588,6336,41,organic,Brazil
48,24/1/2016,7581,5040,30,organic,Brazil
49,17/1/2016,6052,3670,23,organic,Brazil
50,10/1/2016,4370,10785,55,organic,Brazil
51,3/1/2016,7003,4241,52,organic,Brazil
0,25/12/2016,84,813,0,organic,France
1,18/12/2016,38,873,0,organic,France
2,11/12/2016,29,855,0,organic,France
3,4/12/2016,232,3064,0,organic,France
4,27/11/2016,59,715,0,organic,France
5,20/11/2016,43,481,0,organic,France
6,13/11/2016,69,822,0,organic,France
7,6/11/2016,66,648,0,organic,France
8,30/10/2016,18,379,0,organic,France
9,23/10/2016,105,744,0,organic,France
10,16/10/2016,117,856,0,organic,France
11,9/10/2016,84,770,0,organic,France
12,2/10/2016,98,738,0,organic,France
13,25/9/2016,105,692,0,organic,France
14,18/9/2016,61,582,0,organic,France
15,11/9/2016,204,861,0,organic,France
16,4/9/2016,437,785,0,organic,France
17,28/8/2016,578,790,0,organic,France
18,21/8/2016,1016,379,0,organic,France
19,14/8/2016,1112,208,0,organic,France
20,7/8/2016,1070,188,0,organic,France
21,31/7/2016,885,215,0,organic,France
22,24/7/2016,781,199,0,organic,France
23,17/7/2016,346,309,0,organic,France
24,10/7/2016,38,1293,0,organic,France
25,3/7/2016,16,1298,0,organic,France
26,26/6/2016,27,2001,0,organic,France
27,19/6/2016,42,1883,0,organic,France
28,12/6/2016,49,3699,0,organic,France
29,5/6/2016,56,2281,0,organic,France
30,29/5/2016,19,1245,0,organic,France
31,22/5/2016,19,1179,0,organic,France
32,15/5/2016,42,1297,0,organic,France
33,8/5/2016,51,1364,0,organic,France
34,1/5/2016,72,1721,0,organic,France
35,24/4/2016,62,2746,0,organic,France
36,17/4/2016,102,788,0,organic,France
37,10/4/2016,62,1118,0,organic,France
38,3/4/2016,79,868,0,organic,France
39,27/3/2016,74,1274,0,organic,France
40,20/3/2016,122,3441,0,organic,France
41,13/3/2016,258,917,0,organic,France
42,6/3/2016,352,3320,0,organic,France
43,28/2/2016,1212,1566,0,organic,France
44,21/2/2016,1438,715,0,organic,France
45,14/2/2016,920,982,0,organic,France
46,7/2/2016,1354,562,0,organic,France
47,31/1/2016,1297,733,0,organic,France
48,24/1/2016,1140,665,0,organic,France
49,17/1/2016,1296,471,0,organic,France
50,10/1/2016,2821,939,0,organic,France
51,3/1/2016,1173,1326,0,organic,France
0,25/12/2016,3994,63263,0,organic,Greece
1,18/12/2016,3305,66050,0,organic,Greece
2,11/12/2016,2756,77908,0,organic,Greece
3,4/12/2016,3253,61768,0,organic,Greece
4,27/11/2016,2651,39520,0,organic,Greece
5,20/11/2016,3592,49369,0,organic,Greece
6,13/11/2016,4041,58222,0,organic,Greece
7,6/11/2016,3561,63234,0,organic,Greece
8,30/10/2016,3719,73775,0,organic,Greece
9,23/10/2016,4248,62788,0,organic,Greece
10,16/10/2016,4711,61067,0,organic,Greece
11,9/10/2016,4017,65448,2,organic,Greece
12,2/10/2016,4376,63611,2,organic,Greece
13,25/9/2016,4825,59772,0,organic,Greece
14,18/9/2016,5214,53650,0,organic,Greece
15,11/9/2016,5699,68041,0,organic,Greece
16,4/9/2016,6231,74112,0,organic,Greece
17,28/8/2016,7011,66489,10,organic,Greece
18,21/8/2016,6118,69626,41,organic,Greece
19,14/8/2016,6686,68599,6,organic,Greece
20,7/8/2016,6210,65472,6,organic,Greece
21,31/7/2016,5612,67959,25,organic,Greece
22,24/7/2016,5836,65677,11,organic,Greece
23,17/7/2016,5231,67804,2,organic,Greece
24,10/7/2016,4127,56808,5,organic,Greece
25,3/7/2016,3912,57063,3,organic,Greece
26,26/6/2016,3994,71082,24,organic,Greece
27,19/6/2016,4587,89032,140,organic,Greece
28,12/6/2016,4237,93652,124,organic,Greece
29,5/6/2016,3717,93040,171,organic,Greece
30,29/5/2016,3502,119124,164,organic,Greece
31,22/5/2016,3109,90216,63,organic,Greece
32,15/5/2016,2617,73991,54,organic,Greece
33,8/5/2016,2729,79833,40,organic,Greece
34,1/5/2016,2820,74391,22,organic,Greece
35,24/4/2016,4612,87073,44,organic,Greece
36,17/4/2016,2776,73944,13,organic,Greece
37,10/4/2016,3179,78516,5,organic,Greece
38,3/4/2016,2913,73157,0,organic,Greece
39,27/3/2016,2877,76733,29,organic,Greece
40,20/3/2016,3227,75093,6,organic,Greece
41,13/3/2016,3541,67123,6,organic,Greece
42,6/3/2016,5684,77090,0,organic,Greece
43,28/2/2016,10277,73062,0,organic,Greece
44,21/2/2016,11110,62267,0,organic,Greece
45,14/2/2016,9506,61569,0,organic,Greece
46,7/2/2016,9751,64417,9,organic,Greece
47,31/1/2016,8792,58433,0,organic,Greece
48,24/1/2016,8871,55778,15,organic,Greece
49,17/1/2016,11712,60714,12,organic,Greece
50,10/1/2016,19745,72016,0,organic,Greece
51,3/1/2016,8480,56408,3,organic,Greece
0,25/12/2016,258,163,20,organic,Turkey
1,18/12/2016,325,257,4,organic,Turkey
2,11/12/2016,194,132,16,organic,Turkey
3,4/12/2016,277,184,11,organic,Turkey
4,27/11/2016,252,162,24,organic,Turkey
5,20/11/2016,419,235,18,organic,Turkey
6,13/11/2016,252,249,11,organic,Turkey
7,6/11/2016,161,118,25,organic,Turkey
8,30/10/2016,253,203,16,organic,Turkey
9,23/10/2016,41,154,17,organic,Turkey
10,16/10/2016,135,193,12,organic,Turkey
11,9/10/2016,115,194,12,organic,Turkey
12,2/10/2016,200,143,18,organic,Turkey
13,25/9/2016,176,157,25,organic,Turkey
14,18/9/2016,221,195,23,organic,Turkey
15,11/9/2016,415,341,18,organic,Turkey
16,4/9/2016,276,261,21,organic,Turkey
17,28/8/2016,215,299,19,organic,Turkey
18,21/8/2016,377,301,10,organic,Turkey
19,14/8/2016,270,337,14,organic,Turkey
20,7/8/2016,251,286,16,organic,Turkey
21,31/7/2016,165,201,33,organic,Turkey
22,24/7/2016,154,319,138,organic,Turkey
23,17/7/2016,237,186,537,organic,Turkey
24,10/7/2016,302,199,204,organic,Turkey
25,3/7/2016,291,289,308,organic,Turkey
26,26/6/2016,205,168,187,organic,Turkey
27,19/6/2016,124,170,180,organic,Turkey
28,12/6/2016,284,168,1273,organic,Turkey
29,5/6/2016,152,128,17,organic,Turkey
30,29/5/2016,191,190,23,organic,Turkey
31,22/5/2016,403,145,20,organic,Turkey
32,15/5/2016,329,146,21,organic,Turkey
33,8/5/2016,170,178,18,organic,Turkey
34,1/5/2016,292,165,9,organic,Turkey
35,24/4/2016,180,254,11,organic,Turkey
36,17/4/2016,201,205,13,organic,Turkey
37,10/4/2016,94,192,11,organic,Turkey
38,3/4/2016,239,154,13,organic,Turkey
39,27/3/2016,116,116,18,organic,Turkey
40,20/3/2016,156,294,10,organic,Turkey
41,13/3/2016,219,277,18,organic,Turkey
42,6/3/2016,157,265,19,organic,Turkey
43,28/2/2016,170,205,23,organic,Turkey
44,21/2/2016,150,264,24,organic,Turkey
45,14/2/2016,208,249,20,organic,Turkey
46,7/2/2016,175,254,7,organic,Turkey
47,31/1/2016,86,186,15,organic,Turkey
48,24/1/2016,100,194,14,organic,Turkey
49,17/1/2016,107,294,13,organic,Turkey
50,10/1/2016,119,203,16,organic,Turkey
51,3/1/2016,68,195,13,organic,Turkey
0,25/12/2016,64,3552,14,organic,Japan
1,18/12/2016,152,3988,4,organic,Japan
2,11/12/2016,20,3180,11,organic,Japan
3,4/12/2016,104,3640,3,organic,Japan
4,27/11/2016,47,3046,3,organic,Japan
5,20/11/2016,187,5911,0,organic,Japan
6,13/11/2016,15,3074,21,organic,Japan
7,6/11/2016,73,3159,3,organic,Japan
8,30/10/2016,276,2734,1,organic,Japan
9,23/10/2016,66,897,1,organic,Japan
10,16/10/2016,35,3658,12,organic,Japan
11,9/10/2016,48,3842,3,organic,Japan
12,2/10/2016,62,3169,7,organic,Japan
13,25/9/2016,189,3116,14,organic,Japan
14,18/9/2016,84,3101,6,organic,Japan
15,11/9/2016,218,5314,11,organic,Japan
16,4/9/2016,167,4192,10,organic,Japan
17,28/8/2016,52,3720,0,organic,Japan
18,21/8/2016,152,4183,3,organic,Japan
19,14/8/2016,65,3574,10,organic,Japan
20,7/8/2016,36,3832,3,organic,Japan
21,31/7/2016,134,3695,1,organic,Japan
22,24/7/2016,29,3331,3,organic,Japan
23,17/7/2016,19,3863,8,organic,Japan
24,10/7/2016,202,3690,1,organic,Japan
25,3/7/2016,168,3744,8,organic,Japan
26,26/6/2016,38,3299,4,organic,Japan
27,19/6/2016,53,3160,0,organic,Japan
28,12/6/2016,122,3429,15,organic,Japan
29,5/6/2016,20,3652,0,organic,Japan
30,29/5/2016,108,4143,4,organic,Japan
31,22/5/2016,29,3535,0,organic,Japan
32,15/5/2016,23,3505,15,organic,Japan
33,8/5/2016,25,3861,5,organic,Japan
34,1/5/2016,105,6947,0,organic,Japan
35,24/4/2016,134,3140,1,organic,Japan
36,17/4/2016,80,3364,0,organic,Japan
37,10/4/2016,33,2818,0,organic,Japan
38,3/4/2016,219,2778,0,organic,Japan
39,27/3/2016,118,2755,0,organic,Japan
40,20/3/2016,161,3228,3,organic,Japan
41,13/3/2016,717,2831,11,organic,Japan
42,6/3/2016,657,3388,0,organic,Japan
43,28/2/2016,89,5929,0,organic,Japan
44,21/2/2016,128,2709,7,organic,Japan
45,14/2/2016,149,3104,0,organic,Japan
46,7/2/2016,190,5286,13,organic,Japan
47,31/1/2016,127,2376,16,organic,Japan
48,24/1/2016,99,2429,4,organic,Japan
49,17/1/2016,385,3048,4,organic,Japan
50,10/1/2016,149,2769,7,organic,Japan
51,3/1/2016,95,4683,10,organic,Japan
0,25/12/2016,10952,88,0,organic,Netherland
1,18/12/2016,7509,49,0,organic,Netherland
2,11/12/2016,6745,47,0,organic,Netherland
3,4/12/2016,7476,37,0,organic,Netherland
4,27/11/2016,11547,20,0,organic,Netherland
5,20/11/2016,11096,37,0,organic,Netherland
6,13/11/2016,13849,26,0,organic,Netherland
7,6/11/2016,14208,30,0,organic,Netherland
8,30/10/2016,18490,12,0,organic,Netherland
9,23/10/2016,26197,31,0,organic,Netherland
10,16/10/2016,16501,20,0,organic,Netherland
11,9/10/2016,14846,41,0,organic,Netherland
12,2/10/2016,14646,18,0,organic,Netherland
13,25/9/2016,13792,94,0,organic,Netherland
14,18/9/2016,14726,45,0,organic,Netherland
15,11/9/2016,14890,29,0,organic,Netherland
16,4/9/2016,13280,35,0,organic,Netherland
17,28/8/2016,15291,29,0,organic,Netherland
18,21/8/2016,11016,40,0,organic,Netherland
19,14/8/2016,10822,31,0,organic,Netherland
20,7/8/2016,11937,21,0,organic,Netherland
21,31/7/2016,15275,21,0,organic,Netherland
22,24/7/2016,17408,23,0,organic,Netherland
23,17/7/2016,16080,30,0,organic,Netherland
24,10/7/2016,14764,42,0,organic,Netherland
25,3/7/2016,9888,49,0,organic,Netherland
26,26/6/2016,9384,40,0,organic,Netherland
27,19/6/2016,9747,55,0,organic,Netherland
28,12/6/2016,8780,52,0,organic,Netherland
29,5/6/2016,9052,84,0,organic,Netherland
30,29/5/2016,12198,73,0,organic,Netherland
31,22/5/2016,10630,67,0,organic,Netherland
32,15/5/2016,7829,40,0,organic,Netherland
33,8/5/2016,7356,27,0,organic,Netherland
34,1/5/2016,5949,32,0,organic,Netherland
35,24/4/2016,5901,69,0,organic,Netherland
36,17/4/2016,5532,51,0,organic,Netherland
37,10/4/2016,6290,38,0,organic,Netherland
38,3/4/2016,6048,47,0,organic,Netherland
39,27/3/2016,5640,450,0,organic,Netherland
40,20/3/2016,5690,78,7,organic,Netherland
41,13/3/2016,7388,79,0,organic,Netherland
42,6/3/2016,7377,60,0,organic,Netherland
43,28/2/2016,6347,149,0,organic,Netherland
44,21/2/2016,7088,53,0,organic,Netherland
45,14/2/2016,6478,52,0,organic,Netherland
46,7/2/2016,7098,77,0,organic,Netherland
47,31/1/2016,7060,63,0,organic,Netherland
48,24/1/2016,5290,112,0,organic,Netherland
49,17/1/2016,6398,100,0,organic,Netherland
50,10/1/2016,4218,38,0,organic,Netherland
51,3/1/2016,4234,54,0,organic,Netherland
0,25/12/2016,1091,2507,0,organic,Indonesia
1,18/12/2016,914,2219,0,organic,Indonesia
2,11/12/2016,751,2890,0,organic,Indonesia
3,4/12/2016,938,2372,0,organic,Indonesia
4,27/11/2016,839,2060,0,organic,Indonesia
5,20/11/2016,886,2371,0,organic,Indonesia
6,13/11/2016,1609,3104,0,organic,Indonesia
7,6/11/2016,1815,3165,0,organic,Indonesia
8,30/10/2016,379,2653,0,organic,Indonesia
9,23/10/2016,267,2457,0,organic,Indonesia
10,16/10/2016,707,2856,0,organic,Indonesia
11,9/10/2016,1017,2519,0,organic,Indonesia
12,2/10/2016,297,2700,0,organic,Indonesia
13,25/9/2016,410,2810,0,organic,Indonesia
14,18/9/2016,1493,2658,0,organic,Indonesia
15,11/9/2016,2324,3252,0,organic,Indonesia
16,4/9/2016,2869,3199,0,organic,Indonesia
17,28/8/2016,2504,2823,0,organic,Indonesia
18,21/8/2016,2876,2720,0,organic,Indonesia
19,14/8/2016,2592,2648,0,organic,Indonesia
20,7/8/2016,3176,3095,0,organic,Indonesia
21,31/7/2016,2964,3659,0,organic,Indonesia
22,24/7/2016,3346,3970,0,organic,Indonesia
23,17/7/2016,3690,3872,0,organic,Indonesia
24,10/7/2016,4463,4630,0,organic,Indonesia
25,3/7/2016,5586,5478,0,organic,Indonesia
26,26/6/2016,4664,5947,0,organic,Indonesia
27,19/6/2016,5180,6594,0,organic,Indonesia
28,12/6/2016,7218,5874,0,organic,Indonesia
29,5/6/2016,5354,6572,0,organic,Indonesia
30,29/5/2016,3738,16570,0,organic,Indonesia
31,22/5/2016,4851,8099,0,organic,Indonesia
32,15/5/2016,6187,15446,0,organic,Indonesia
33,8/5/2016,4544,5593,0,organic,Indonesia
34,1/5/2016,4464,6588,0,organic,Indonesia
35,24/4/2016,2546,13801,0,organic,Indonesia
36,17/4/2016,2830,13557,0,organic,Indonesia
37,10/4/2016,3233,4726,0,organic,Indonesia
38,3/4/2016,3094,4672,0,organic,Indonesia
39,27/3/2016,3063,4886,0,organic,Indonesia
40,20/3/2016,3102,4112,0,organic,Indonesia
41,13/3/2016,1956,4331,0,organic,Indonesia
42,6/3/2016,2926,3544,0,organic,Indonesia
43,28/2/2016,2077,3518,0,organic,Indonesia
44,21/2/2016,1482,3294,0,organic,Indonesia
45,14/2/2016,1482,3315,0,organic,Indonesia
46,7/2/2016,1467,2882,0,organic,Indonesia
47,31/1/2016,1776,3077,0,organic,Indonesia
48,24/1/2016,1706,4796,0,organic,Indonesia
49,17/1/2016,2067,4157,0,organic,Indonesia
50,10/1/2016,1630,3859,0,organic,Indonesia
51,3/1/2016,1710,3385,0,organic,Indonesia
0,25/12/2016,11325,25698,0,organic,Vietnam
1,18/12/2016,8328,30745,102,organic,Vietnam
2,11/12/2016,8726,29111,45,organic,Vietnam
3,4/12/2016,9917,25081,11,organic,Vietnam
4,27/11/2016,7950,22176,6,organic,Vietnam
5,20/11/2016,6503,18672,9,organic,Vietnam
6,13/11/2016,8553,21195,8,organic,Vietnam
7,6/11/2016,9018,23288,0,organic,Vietnam
8,30/10/2016,9328,19919,2,organic,Vietnam
9,23/10/2016,5615,22373,0,organic,Vietnam
10,16/10/2016,8637,27140,0,organic,Vietnam
11,9/10/2016,10127,23301,13,organic,Vietnam
12,2/10/2016,10357,22864,3,organic,Vietnam
13,25/9/2016,7132,25173,0,organic,Vietnam
14,18/9/2016,13098,24959,0,organic,Vietnam
15,11/9/2016,14942,36982,24,organic,Vietnam
16,4/9/2016,13910,28438,0,organic,Vietnam
17,28/8/2016,14057,25917,6,organic,Vietnam
18,21/8/2016,19567,23068,3,organic,Vietnam
19,14/8/2016,18708,27838,29,organic,Vietnam
20,7/8/2016,13657,25622,0,organic,Vietnam
21,31/7/2016,14654,28278,2,organic,Vietnam
22,24/7/2016,14250,27898,21,organic,Vietnam
23,17/7/2016,14443,30092,3,organic,Vietnam
24,10/7/2016,21301,27011,10,organic,Vietnam
25,3/7/2016,16982,37943,6,organic,Vietnam
26,26/6/2016,23280,34516,6,organic,Vietnam
27,19/6/2016,15800,36039,11,organic,Vietnam
28,12/6/2016,16791,34443,0,organic,Vietnam
29,5/6/2016,17642,26736,8,organic,Vietnam
30,29/5/2016,14878,30382,0,organic,Vietnam
31,22/5/2016,14508,32013,0,organic,Vietnam
32,15/5/2016,15403,30675,0,organic,Vietnam
33,8/5/2016,11723,34690,0,organic,Vietnam
34,1/5/2016,9914,29545,0,organic,Vietnam
35,24/4/2016,11729,31942,0,organic,Vietnam
36,17/4/2016,10529,24400,0,organic,Vietnam
37,10/4/2016,10479,31798,0,organic,Vietnam
38,3/4/2016,11577,45516,0,organic,Vietnam
39,27/3/2016,8848,30213,3,organic,Vietnam
40,20/3/2016,9651,29927,3,organic,Vietnam
41,13/3/2016,11588,37583,0,organic,Vietnam
42,6/3/2016,10847,27074,3,organic,Vietnam
43,28/2/2016,10894,32405,5,organic,Vietnam
44,21/2/2016,9483,27925,8,organic,Vietnam
45,14/2/2016,7138,29179,91,organic,Vietnam
46,7/2/2016,7720,22562,37,organic,Vietnam
47,31/1/2016,9875,21594,80,organic,Vietnam
48,24/1/2016,8070,27332,0,organic,Vietnam
49,17/1/2016,10218,19373,0,organic,Vietnam
50,10/1/2016,11525,17132,0,organic,Vietnam
51,3/1/2016,11698,18393,0,organic,Vietnam
0,25/12/2016,5592,15902,772,organic,Portugal
1,18/12/2016,11645,22853,191,organic,Portugal
2,11/12/2016,4691,13912,529,organic,Portugal
3,4/12/2016,9062,24011,482,organic,Portugal
4,27/11/2016,4166,14257,238,organic,Portugal
5,20/11/2016,8938,28673,195,organic,Portugal
6,13/11/2016,3701,19605,97,organic,Portugal
7,6/11/2016,3243,19599,139,organic,Portugal
8,30/10/2016,5224,18866,58,organic,Portugal
9,23/10/2016,1932,4815,33,organic,Portugal
10,16/10/2016,3985,11359,89,organic,Portugal
11,9/10/2016,4175,11905,791,organic,Portugal
12,2/10/2016,3507,11531,1516,organic,Portugal
13,25/9/2016,3786,10296,601,organic,Portugal
14,18/9/2016,4208,13328,1497,organic,Portugal
15,11/9/2016,9239,31315,492,organic,Portugal
16,4/9/2016,5170,18565,545,organic,Portugal
17,28/8/2016,3097,12761,1276,organic,Portugal
18,21/8/2016,5398,16529,1352,organic,Portugal
19,14/8/2016,5199,15227,1468,organic,Portugal
20,7/8/2016,4520,16430,1881,organic,Portugal
21,31/7/2016,3527,14456,1723,organic,Portugal
22,24/7/2016,3377,15394,2406,organic,Portugal
23,17/7/2016,4035,16488,2930,organic,Portugal
24,10/7/2016,4835,19430,2347,organic,Portugal
25,3/7/2016,4226,20281,1935,organic,Portugal
26,26/6/2016,3521,14622,389,organic,Portugal
27,19/6/2016,3233,14647,175,organic,Portugal
28,12/6/2016,3909,14359,178,organic,Portugal
29,5/6/2016,2285,11252,322,organic,Portugal
30,29/5/2016,4303,13793,2707,organic,Portugal
31,22/5/2016,5436,21065,2695,organic,Portugal
32,15/5/2016,4328,15961,2631,organic,Portugal
33,8/5/2016,3876,11969,2361,organic,Portugal
34,1/5/2016,5556,17186,2672,organic,Portugal
35,24/4/2016,4483,15498,2804,organic,Portugal
36,17/4/2016,4726,18018,2509,organic,Portugal
37,10/4/2016,3080,11181,2404,organic,Portugal
38,3/4/2016,5328,16420,2449,organic,Portugal
39,27/3/2016,2964,12313,2499,organic,Portugal
40,20/3/2016,5060,14571,2250,organic,Portugal
41,13/3/2016,7270,12040,2081,organic,Portugal
42,6/3/2016,8104,16994,2071,organic,Portugal
43,28/2/2016,4924,13005,1706,organic,Portugal
44,21/2/2016,5044,10101,1489,organic,Portugal
45,14/2/2016,4689,9473,1200,organic,Portugal
46,7/2/2016,4812,9963,1516,organic,Portugal
47,31/1/2016,2126,7493,1236,organic,Portugal
48,24/1/2016,2290,9485,2221,organic,Portugal
49,17/1/2016,4864,8524,1707,organic,Portugal
50,10/1/2016,3898,11770,1689,organic,Portugal
51,3/1/2016,1302,4127,1757,organic,Portugal
0,31/12/2017,18,198,0,organic,Spain
1,24/12/2017,32,327,0,organic,Spain
2,17/12/2017,37,209,0,organic,Spain
3,10/12/2017,18,262,0,organic,Spain
4,3/12/2017,119,307,0,organic,Spain
5,26/11/2017,28,182,0,organic,Spain
6,19/11/2017,0,253,0,organic,Spain
7,12/11/2017,0,246,0,organic,Spain
8,5/11/2017,4,64,0,organic,Spain
9,29/10/2017,13,181,0,organic,Spain
10,22/10/2017,4,269,0,organic,Spain
11,15/10/2017,19,237,0,organic,Spain
12,8/10/2017,23,342,0,organic,Spain
13,1/10/2017,31,150,0,organic,Spain
14,24/9/2017,57,95,0,organic,Spain
15,17/9/2017,30,215,0,organic,Spain
16,10/9/2017,46,196,0,organic,Spain
17,3/9/2017,112,254,0,organic,Spain
18,27/8/2017,44,211,0,organic,Spain
19,20/8/2017,61,144,0,organic,Spain
20,13/8/2017,43,207,0,organic,Spain
21,6/8/2017,39,332,0,organic,Spain
22,30/7/2017,55,93,0,organic,Spain
23,23/7/2017,93,93,0,organic,Spain
24,16/7/2017,155,275,0,organic,Spain
25,9/7/2017,38,188,0,organic,Spain
26,2/7/2017,59,278,0,organic,Spain
27,25/6/2017,142,296,0,organic,Spain
28,18/6/2017,367,267,0,organic,Spain
29,11/6/2017,21,249,0,organic,Spain
30,4/6/2017,54,353,0,organic,Spain
31,28/5/2017,12,345,0,organic,Spain
32,21/5/2017,20,385,0,organic,Spain
33,14/5/2017,44,451,0,organic,Spain
34,7/5/2017,90,315,0,organic,Spain
35,30/4/2017,389,280,0,organic,Spain
36,23/4/2017,110,183,0,organic,Spain
37,16/4/2017,266,204,0,organic,Spain
